,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
441,108/11/26,"43,567,491","1,835,518,837",42.55,42.60,42.00,42.00,-0.50,"8,660"
442,108/11/27,"9,207,551","388,666,923",42.15,42.30,42.05,42.30,+0.30,"3,619"
443,108/11/28,"10,529,184","446,368,485",42.35,42.50,42.20,42.35,+0.05,"3,985"
444,108/12/02,"10,118,743","421,308,418",41.70,41.80,41.50,41.65,-0.05,"3,969"
445,108/12/03,"7,518,506","314,052,277",41.55,41.95,41.55,41.75,+0.10,"2,859"
446,108/12/04,"40,323,762","1,664,126,049",41.40,41.40,41.15,41.30,-0.45,"24,483"
447,108/12/05,"22,037,778","914,043,812",41.35,41.70,41.35,41.50,+0.20,"11,136"
448,108/12/06,"16,999,168","701,283,956",41.45,41.50,41.15,41.25,-0.25,"8,616"
449,108/12/09,"10,975,336","452,980,388",41.25,41.35,41.25,41.30,+0.05,"5,413"
450,108/12/10,"14,438,395","600,075,435",41.35,41.70,41.35,41.70,+0.40,"7,164"
451,108/12/11,"31,015,628","1,309,126,235",41.75,42.40,41.70,42.40,+0.70,"13,294"
452,108/12/12,"22,945,710","975,560,049",42.55,42.70,42.40,42.45,+0.05,"9,274"
453,108/12/13,"38,246,619","1,638,377,930",42.70,43.00,42.55,42.90,+0.45,"14,373"
454,108/12/16,"21,311,720","914,739,183",43.00,43.05,42.75,42.90, 0.00,"7,480"
455,108/12/17,"16,415,347","702,362,148",42.90,42.95,42.65,42.95,+0.05,"6,683"
456,108/12/18,"19,178,746","822,713,039",42.95,43.00,42.75,43.00,+0.05,"6,604"
457,108/12/19,"13,477,118","576,385,750",43.00,43.00,42.60,42.70,-0.30,"4,801"
458,108/12/20,"16,100,634","688,051,248",42.70,42.80,42.50,42.80,+0.10,"3,984"
459,108/12/23,"8,687,006","371,054,308",42.65,42.80,42.65,42.80, 0.00,"3,593"
460,108/12/24,"5,531,027","236,178,288",42.80,42.80,42.60,42.65,-0.15,"2,959"
461,108/12/25,"5,495,445","234,245,718",42.65,42.75,42.55,42.60,-0.05,"2,824"
462,108/12/26,"5,796,338","247,009,312",42.60,42.75,42.50,42.65,+0.05,"2,322"
463,108/12/27,"8,861,928","378,111,284",42.80,42.80,42.55,42.70,+0.05,"3,326"
464,108/12/30,"9,777,236","416,952,091",42.70,42.70,42.50,42.70, 0.00,"4,048"
465,109/01/02,"7,278,644","310,131,372",42.60,42.70,42.50,42.55, 0.00,"2,915"
466,109/01/03,"13,218,013","564,770,451",42.65,42.85,42.55,42.80,+0.25,"5,294"
467,109/01/06,"15,638,272","662,334,809",42.60,42.60,42.25,42.25,-0.55,"5,825"
468,109/01/07,"9,665,368","407,993,676",42.25,42.40,42.10,42.20,-0.05,"4,076"
469,109/01/08,"16,128,074","675,308,511",42.00,42.00,41.80,41.80,-0.40,"6,100"
470,109/01/09,"11,479,072","481,716,474",42.00,42.05,41.85,42.00,+0.20,"4,899"
471,109/01/10,"16,788,228","705,599,736",42.00,42.10,41.95,42.05,+0.05,"5,610"
472,109/01/13,"24,958,859","1,065,850,628",42.40,42.90,42.40,42.85,+0.80,"8,979"
473,109/01/14,"20,215,614","867,674,161",43.05,43.05,42.65,42.85, 0.00,"6,650"
474,109/01/15,"11,983,617","513,156,892",43.00,43.00,42.70,42.90,+0.05,"4,504"
475,109/01/16,"11,374,198","487,648,910",42.80,42.95,42.70,42.95,+0.05,"4,429"
476,109/01/17,"14,646,572","629,664,696",43.00,43.10,42.90,43.10,+0.15,"5,523"
477,109/01/20,"14,093,702","607,266,715",43.10,43.15,43.00,43.10, 0.00,"5,599"
478,109/01/30,"60,719,128","2,496,397,398",41.95,41.95,40.55,40.60,-2.50,"21,033"
479,109/02/03,"27,390,891","1,095,389,623",40.00,40.25,39.65,40.20,-0.45,"10,547"
480,109/02/04,"16,293,668","660,574,189",40.20,40.85,40.05,40.70,+0.50,"5,750"
481,109/02/05,"14,600,793","596,192,063",40.80,41.00,40.50,40.95,+0.25,"5,507"
482,109/02/06,"14,920,902","616,439,231",41.10,41.50,41.10,41.50,+0.55,"5,185"
483,109/02/07,"13,451,984","552,151,001",41.15,41.20,40.90,41.05,-0.45,"4,404"
484,109/02/10,"10,902,984","445,154,444",40.70,40.95,40.55,40.90,-0.15,"3,715"
485,109/02/11,"18,278,678","760,542,413",41.35,41.80,41.35,41.65,+0.75,"6,328"
486,109/02/12,"16,604,326","695,464,907",41.90,42.05,41.65,41.80,+0.15,"6,218"
487,109/02/13,"9,296,205","387,480,810",41.90,41.95,41.55,41.60,-0.20,"3,879"
488,109/02/14,"6,511,628","270,913,081",41.50,41.70,41.45,41.65,+0.05,"2,437"
489,109/02/17,"8,534,426","353,074,344",41.50,41.50,41.30,41.40,-0.25,"3,249"
490,109/02/18,"8,379,100","345,979,858",41.35,41.50,41.15,41.50,+0.10,"3,190"
491,109/02/19,"9,651,480","401,849,429",41.55,41.80,41.35,41.75,+0.25,"3,991"
492,109/02/20,"10,083,940","420,399,471",41.80,41.90,41.55,41.60,-0.15,"4,056"
493,109/02/21,"9,757,302","403,598,454",41.40,41.50,41.30,41.30,-0.30,"3,596"
494,109/02/24,"19,099,477","781,008,157",41.00,41.10,40.75,40.85,-0.45,"6,770"
495,109/02/25,"12,097,487","492,178,667",40.50,40.85,40.45,40.70,-0.15,"5,377"
496,109/02/26,"16,561,684","671,293,278",40.40,40.75,40.30,40.65,-0.05,"5,689"
497,109/03/02,"46,167,731","1,822,885,454",39.00,40.00,39.00,39.50,-0.55,"18,415"
498,109/03/03,"22,652,833","903,130,520",39.80,40.00,39.80,39.80,+0.30,"7,906"
499,109/03/04,"17,659,638","702,251,620",39.65,39.90,39.60,39.75,-0.05,"5,431"
500,109/03/05,"10,482,185","420,503,943",40.10,40.20,40.00,40.15,+0.40,"3,510"
501,109/03/06,"31,591,049","1,250,187,210",39.85,39.95,39.50,39.50,-0.65,"12,233"
502,109/03/09,"49,790,636","1,925,522,173",39.00,39.00,38.30,38.55,-0.95,"20,451"
503,109/03/10,"30,264,086","1,177,337,088",38.30,39.30,38.30,39.00,+0.45,"10,631"
504,109/03/11,"27,116,731","1,054,699,459",39.00,39.15,38.55,38.60,-0.40,"9,549"
505,109/03/12,"51,516,707","1,946,835,395",38.50,38.50,37.50,37.50,-1.10,"19,225"
506,109/03/13,"56,222,628","2,012,960,153",35.70,37.00,35.00,37.00,-0.50,"19,497"
507,109/03/16,"36,139,465","1,302,986,990",36.70,36.70,35.70,35.80,-1.20,"14,036"
508,109/03/17,"47,110,829","1,648,759,300",35.00,35.40,34.80,35.00,-0.80,"15,797"
509,109/03/18,"36,276,918","1,263,780,681",35.05,35.15,34.55,34.65,-0.35,"13,239"
510,109/03/19,"51,152,800","1,737,992,623",34.05,34.25,33.80,34.00,-0.65,"17,289"
511,109/03/20,"46,218,860","1,625,277,293",34.35,35.80,34.35,35.10,+1.10,"14,225"
512,109/03/23,"20,202,138","692,974,742",34.15,34.70,33.95,34.15,-0.95,"7,969"
513,109/03/24,"23,633,810","827,466,244",34.80,35.30,34.65,34.65,+0.50,"7,530"
514,109/03/25,"24,031,348","852,042,049",35.35,35.80,35.10,35.30,+0.65,"8,241"
515,109/03/26,"15,037,487","531,317,425",35.55,35.55,35.05,35.25,-0.05,"4,993"
516,109/03/27,"24,014,782","860,853,792",35.80,36.05,35.60,35.80,+0.55,"7,749"
517,109/03/30,"14,437,669","512,018,409",35.20,35.80,35.00,35.80, 0.00,"4,879"
518,109/04/01,"11,102,464","392,858,424",35.35,35.60,35.15,35.25,-0.05,"3,529"
519,109/04/06,"27,794,930","980,693,872",35.85,35.90,35.00,35.05,-0.20,"8,182"
520,109/04/07,"21,590,889","760,984,334",35.50,35.60,34.90,35.35,+0.30,"7,850"
521,109/04/08,"19,165,464","684,517,406",35.35,35.95,35.30,35.75,+0.40,"6,185"
522,109/04/09,"14,218,695","514,181,027",36.10,36.30,36.05,36.20,+0.45,"5,550"
523,109/04/10,"30,765,179","1,153,325,973",36.60,38.00,36.60,37.80,+1.60,"12,601"
524,109/04/13,"14,516,466","544,108,827",37.90,37.95,37.25,37.40,-0.40,"6,112"
525,109/04/14,"20,900,183","790,785,354",37.50,38.10,37.40,38.00,+0.60,"6,773"
526,109/04/15,"17,651,239","674,075,109",38.25,38.35,38.05,38.30,+0.30,"8,002"
527,109/04/16,"18,844,965","711,053,110",37.80,37.85,37.60,37.80,-0.50,"6,204"
528,109/04/17,"22,486,374","862,889,066",38.10,38.75,38.10,38.20,+0.40,"7,386"
529,109/04/20,"14,203,510","540,738,427",38.20,38.30,37.95,38.00,-0.20,"3,623"
530,109/04/21,"20,046,565","746,713,872",37.90,37.95,36.90,37.00,-1.00,"7,798"
531,109/04/22,"13,152,910","484,964,203",36.70,37.20,36.55,37.20,+0.20,"4,742"
532,109/04/23,"10,311,126","384,563,929",37.05,37.60,37.00,37.25,+0.05,"3,364"
533,109/04/24,"6,609,832","245,477,111",37.30,37.35,37.00,37.05,-0.20,"2,426"
534,109/04/27,"14,557,482","550,226,716",37.50,38.00,37.35,38.00,+0.95,"5,206"
535,109/04/28,"11,350,825","431,772,491",38.20,38.20,37.90,38.00, 0.00,"4,348"
536,109/04/29,"21,978,870","848,548,611",38.15,38.90,38.15,38.45,+0.45,"7,396"
537,109/05/04,"30,259,299","1,175,655,247",39.00,39.15,38.50,38.80,-1.10,"11,560"
538,109/05/05,"11,253,899","438,964,061",39.00,39.20,38.80,38.90,+0.10,"4,204"
539,109/05/06,"13,235,900","513,620,715",38.90,39.05,38.50,38.80,-0.10,"4,999"
540,109/05/07,"11,748,984","458,152,976",38.80,39.25,38.80,38.85,+0.05,"4,281"
541,109/05/08,"11,447,894","449,449,532",39.25,39.50,39.05,39.25,+0.40,"4,095"
542,109/05/11,"14,051,677","558,452,097",39.50,39.90,39.50,39.60,+0.35,"5,738"
543,109/05/12,"12,594,120","497,497,710",39.40,39.70,39.30,39.60, 0.00,"4,602"
544,109/05/13,"9,596,661","378,452,144",39.40,39.55,39.35,39.55,-0.05,"4,915"
545,109/05/14,"10,877,325","426,895,133",39.35,39.50,39.10,39.15,-0.40,"4,577"
546,109/05/15,"11,104,791","434,499,453",39.35,39.50,38.85,39.05,-0.10,"4,350"
547,109/05/18,"8,126,279","317,117,653",39.00,39.15,38.90,39.00,-0.05,"2,924"
548,109/05/19,"14,529,508","573,395,244",39.65,39.65,39.30,39.45,+0.45,"4,549"
549,109/05/20,"13,574,646","538,378,777",39.60,39.80,39.50,39.65,+0.20,"5,082"
550,109/05/21,"12,838,986","511,666,814",39.65,39.95,39.60,39.95,+0.30,"5,076"
551,109/05/22,"14,139,844","557,123,406",39.80,39.85,39.20,39.25,-0.70,"5,476"
552,109/05/25,"7,601,824","297,221,986",39.30,39.50,38.85,39.15,-0.10,"3,148"
553,109/05/26,"26,640,104","1,062,458,204",39.25,40.10,39.15,39.90,+0.75,"8,914"
554,109/05/27,"12,223,147","490,338,018",40.10,40.30,40.00,40.15,+0.25,"4,475"
555,109/05/28,"19,969,835","794,724,954",40.30,40.30,39.45,39.50,-0.65,"6,706"
556,109/06/01,"18,374,393","740,326,411",40.20,40.45,40.10,40.25,+0.20,"6,230"
557,109/06/02,"23,533,305","950,025,369",40.25,40.45,40.25,40.35,+0.10,"5,085"
558,109/06/03,"40,552,473","1,664,767,795",40.70,41.40,40.60,41.40,+1.05,"15,251"
559,109/06/04,"28,123,409","1,167,218,338",41.55,41.70,41.35,41.55,+0.15,"11,755"
560,109/06/05,"16,779,526","697,343,662",41.55,41.75,41.25,41.60,+0.05,"6,187"
561,109/06/08,"23,156,097","970,023,953",41.75,42.00,41.65,41.90,+0.30,"7,129"
562,109/06/09,"19,566,964","821,220,639",41.95,42.10,41.80,42.00,+0.10,"5,947"
563,109/06/10,"19,836,836","838,760,296",42.00,42.50,41.90,42.35,+0.35,"7,276"
564,109/06/11,"38,334,793","1,593,523,663",42.35,42.55,41.00,41.00,-1.35,"11,668"
565,109/06/12,"21,956,831","890,768,082",40.35,40.80,40.25,40.70,-0.30,"6,520"
566,109/06/15,"22,083,939","908,416,034",40.80,41.70,40.70,40.90,+0.20,"8,473"
567,109/06/16,"23,294,089","973,425,247",41.40,42.00,41.35,41.90,+1.00,"7,231"
568,109/06/17,"23,150,952","974,490,484",42.00,42.25,41.75,42.20,+0.30,"9,676"
569,109/06/18,"19,442,390","817,487,601",42.25,42.30,41.75,42.15,-0.05,"6,187"
570,109/06/19,"20,629,825","868,088,750",42.20,42.20,41.95,42.10,-0.05,"3,905"
571,109/06/22,"13,901,563","584,637,246",42.10,42.15,41.95,42.10, 0.00,"3,756"
572,109/06/23,"19,544,653","825,499,860",42.35,42.40,42.00,42.30,+0.20,"4,931"
573,109/06/24,"16,643,644","703,547,280",42.35,42.40,42.20,42.20,-0.10,"4,098"
574,109/06/29,"21,349,808","894,808,518",41.95,42.00,41.80,41.90,-0.30,"7,721"
575,109/07/01,"23,127,719","931,657,893",40.10,40.50,40.00,40.35,X0.00,"7,334"
576,109/07/02,"11,970,005","483,430,550",40.40,40.50,40.30,40.30,-0.05,"4,078"
577,109/07/03,"12,642,918","513,471,095",40.60,40.75,40.40,40.75,+0.45,"4,778"
578,109/07/06,"21,223,068","872,177,538",40.75,41.30,40.75,41.25,+0.50,"6,548"
579,109/07/07,"18,321,838","751,651,683",41.35,41.40,40.90,40.95,-0.30,"5,355"
580,109/07/08,"13,173,684","538,677,216",40.90,41.10,40.75,40.95, 0.00,"4,704"
581,109/07/09,"16,594,936","678,130,964",40.90,41.25,40.60,40.60,-0.35,"5,868"
582,109/07/10,"12,511,297","505,382,187",40.70,40.70,40.25,40.25,-0.35,"4,937"
583,109/07/13,"13,731,172","559,684,459",40.80,40.95,40.50,40.95,+0.70,"4,674"
584,109/07/14,"10,702,996","435,497,455",40.60,40.85,40.60,40.70,-0.25,"3,929"
585,109/07/15,"13,422,821","547,030,526",40.95,40.95,40.60,40.65,-0.05,"5,128"
586,109/07/16,"12,857,760","522,973,526",40.75,40.85,40.55,40.55,-0.10,"3,703"
587,109/07/17,"10,933,596","444,088,433",40.85,40.90,40.50,40.50,-0.05,"3,181"
588,109/07/20,"9,322,408","377,055,071",40.50,40.70,40.35,40.40,-0.10,"3,193"
589,109/07/21,"20,419,476","827,349,780",40.65,40.80,40.40,40.40, 0.00,"5,339"
590,109/07/22,"12,689,352","515,308,981",40.45,40.75,40.45,40.65,+0.25,"3,463"
591,109/07/23,"11,304,404","456,927,256",40.60,40.60,40.30,40.35,-0.30,"3,589"
592,109/07/24,"13,453,021","540,695,137",40.20,40.35,40.10,40.10,-0.25,"4,284"
593,109/07/27,"17,805,344","712,195,048",40.05,40.40,39.75,39.75,-0.35,"5,389"
594,109/07/28,"19,905,789","791,005,668",39.60,40.00,39.60,39.65,-0.10,"6,023"
595,109/07/29,"15,583,394","625,001,449",39.90,40.40,39.80,40.10,+0.45,"6,225"
596,109/07/30,"17,496,543","699,286,898",40.45,40.45,39.80,40.10, 0.00,"6,621"
597,109/08/03,"22,080,484","869,281,273",39.60,39.65,39.20,39.25,-0.35,"7,943"
598,109/08/04,"8,703,393","345,269,923",39.35,39.80,39.30,39.80,+0.55,"2,776"
599,109/08/05,"9,249,278","368,471,600",39.85,39.95,39.60,39.85,+0.05,"3,621"
600,109/08/06,"11,907,804","477,956,559",39.95,40.30,39.90,40.20,+0.35,"4,104"
601,109/08/07,"10,247,502","409,424,980",40.20,40.20,39.85,39.85,-0.35,"3,309"
602,109/08/10,"14,248,291","574,665,430",39.85,40.50,39.85,40.45,+0.60,"4,793"
603,109/08/11,"18,766,412","750,756,030",40.00,40.15,39.90,39.95,-0.50,"5,745"
604,109/08/12,"19,316,728","778,149,645",39.95,40.45,39.95,40.45,+0.50,"6,252"
605,109/08/13,"15,652,407","634,803,325",40.50,40.70,40.40,40.70,+0.25,"5,304"
606,109/08/14,"7,782,293","313,871,930",40.45,40.50,40.10,40.30,-0.40,"2,531"
607,109/08/17,"11,414,110","463,332,387",40.35,40.80,40.20,40.70,+0.40,"3,864"
608,109/08/18,"7,268,544","294,535,752",40.60,40.60,40.40,40.60,-0.10,"2,601"
609,109/08/19,"18,160,932","740,528,206",40.75,41.00,40.55,40.55,-0.05,"6,551"
610,109/08/20,"23,997,672","957,809,530",40.45,40.50,39.60,39.80,-0.75,"7,570"
611,109/08/21,"10,106,668","403,128,570",39.90,40.05,39.75,39.85,+0.05,"3,871"
612,109/08/24,"6,437,891","256,880,081",39.90,40.00,39.80,39.90,+0.05,"2,061"
613,109/08/25,"15,519,774","625,656,846",39.90,40.55,39.85,40.50,+0.60,"4,934"
614,109/08/26,"13,350,739","538,181,784",40.25,40.55,40.10,40.55,+0.05,"4,235"
615,109/08/27,"11,141,671","447,675,555",40.55,40.55,40.00,40.00,-0.55,"4,344"
616,109/08/28,"14,023,456","560,845,340",40.00,40.15,39.90,39.95,-0.05,"5,147"
617,109/09/01,"17,984,102","715,448,108",39.90,39.95,39.65,39.85, 0.00,"3,761"
618,109/09/02,"17,177,109","680,677,194",39.95,39.95,39.50,39.55,-0.30,"6,018"
619,109/09/03,"14,504,491","576,752,876",39.70,40.00,39.60,39.85,+0.30,"5,123"
620,109/09/04,"15,495,770","611,855,813",39.50,39.65,39.30,39.45,-0.40,"5,855"
621,109/09/07,"11,318,990","446,163,257",39.45,39.65,39.35,39.35,-0.10,"3,786"
622,109/09/08,"9,241,492","364,238,386",39.40,39.60,39.35,39.55,+0.20,"3,834"
623,109/09/09,"12,814,934","503,103,445",39.35,39.50,39.10,39.45,-0.10,"5,523"
624,109/09/10,"11,172,822","442,102,498",39.55,39.80,39.35,39.75,+0.30,"4,002"
625,109/09/11,"12,904,673","513,910,231",39.80,40.00,39.65,39.90,+0.15,"4,882"
626,109/09/14,"11,675,886","466,251,679",39.90,40.10,39.75,40.10,+0.20,"3,900"
627,109/09/15,"10,974,435","438,979,297",40.05,40.10,39.90,40.10, 0.00,"3,854"
628,109/09/16,"13,987,776","560,326,409",40.10,40.20,39.95,40.20,+0.10,"3,934"
629,109/09/17,"18,240,987","726,265,542",40.00,40.10,39.65,39.65,-0.55,"6,919"
630,109/09/18,"19,888,694","786,461,246",39.70,39.80,39.50,39.50,-0.15,"4,729"
631,109/09/21,"21,107,805","828,529,321",39.45,39.50,39.10,39.10,-0.40,"10,029"
632,109/09/22,"14,943,820","581,788,299",39.10,39.15,38.80,39.00,-0.10,"5,131"
633,109/09/23,"16,774,019","650,998,988",39.00,39.00,38.70,39.00, 0.00,"5,753"
634,109/09/24,"26,794,853","1,023,064,358",38.80,38.80,38.00,38.00,-1.00,"10,984"
635,109/09/25,"12,900,119","491,726,962",38.05,38.35,38.00,38.10,+0.10,"5,743"
636,109/09/28,"8,827,394","338,983,661",38.20,38.55,38.20,38.55,+0.45,"2,604"
637,109/09/29,"10,949,480","423,741,641",38.65,38.80,38.60,38.70,+0.15,"2,612"
638,109/10/05,"8,935,109","344,609,580",38.70,38.80,38.40,38.45,-0.15,"3,661"
639,109/10/06,"7,932,694","306,979,227",38.60,38.80,38.50,38.65,+0.20,"2,663"
640,109/10/07,"7,605,459","294,035,229",38.60,38.75,38.60,38.60,-0.05,"2,433"
641,109/10/08,"13,472,473","518,205,104",38.60,38.65,38.40,38.45,-0.15,"4,558"
642,109/10/12,"11,367,217","437,405,455",38.60,38.70,38.30,38.60,+0.15,"4,447"
643,109/10/13,"10,367,013","398,760,456",38.65,38.70,38.35,38.45,-0.15,"3,636"
644,109/10/14,"15,818,078","611,071,001",38.45,38.90,38.45,38.60,+0.15,"3,892"
645,109/10/15,"15,332,209","587,165,032",38.45,38.60,38.20,38.20,-0.40,"6,061"
646,109/10/16,"10,972,262","419,299,833",38.25,38.35,38.15,38.15,-0.05,"4,414"
647,109/10/19,"7,433,457","285,450,906",38.25,38.55,38.25,38.40,+0.25,"2,561"
648,109/10/20,"8,832,790","338,399,603",38.40,38.45,38.20,38.45,+0.05,"2,996"
649,109/10/21,"9,068,727","348,498,403",38.45,38.55,38.30,38.40,-0.05,"4,327"
650,109/10/22,"17,598,249","677,616,675",38.35,38.60,38.30,38.50,+0.10,"3,320"
651,109/10/23,"8,323,406","320,542,997",38.50,38.60,38.40,38.60,+0.10,"2,382"
652,109/10/26,"10,873,867","421,997,434",38.60,39.00,38.60,38.95,+0.35,"3,814"
653,109/10/27,"9,209,097","355,869,154",38.70,38.80,38.55,38.60,-0.35,"2,956"
654,109/10/28,"10,303,156","396,556,351",38.60,38.70,38.40,38.60, 0.00,"4,161"
655,109/10/29,"15,436,379","589,688,155",38.25,38.30,38.15,38.15,-0.45,"6,167"
656,109/11/02,"8,454,721","325,438,171",38.40,38.65,38.30,38.65,+0.25,"2,964"
657,109/11/03,"10,482,329","407,318,492",38.75,38.95,38.75,38.90,+0.25,"3,827"
658,109/11/04,"16,815,803","655,983,519",38.55,39.15,38.55,39.15,+0.25,"4,535"
659,109/11/05,"9,357,512","366,017,765",39.20,39.25,38.90,39.20,+0.05,"2,924"
660,109/11/06,"8,107,374","317,825,057",39.20,39.30,39.00,39.30,+0.10,"3,177"
661,109/11/09,"15,544,022","614,973,131",39.50,39.70,39.35,39.60,+0.30,"4,999"
662,109/11/10,"48,704,377","1,959,964,762",39.80,40.40,39.80,40.40,+0.80,"15,987"
663,109/11/11,"48,143,104","1,972,301,869",40.60,41.25,40.55,41.25,+0.85,"17,359"
664,109/11/12,"26,710,586","1,083,862,310",41.15,41.15,40.20,40.55,-0.70,"8,269"
665,109/11/13,"11,727,454","474,721,012",40.50,40.60,40.40,40.55, 0.00,"3,596"
666,109/11/16,"17,820,445","728,387,966",40.95,41.00,40.70,40.95,+0.40,"5,780"
667,109/11/17,"41,461,513","1,714,539,590",41.30,41.50,41.05,41.50,+0.55,"14,069"
668,109/11/18,"32,171,772","1,342,731,760",41.80,41.85,41.55,41.80,+0.30,"10,114"
669,109/11/19,"17,811,586","739,972,691",41.80,41.80,41.40,41.50,-0.30,"5,692"
670,109/11/20,"20,391,909","839,137,610",41.50,41.50,41.00,41.30,-0.20,"7,029"
671,109/11/23,"16,994,711","708,008,074",41.45,41.80,41.40,41.70,+0.40,"6,723"
672,109/11/24,"11,002,363","457,666,715",41.75,41.80,41.50,41.50,-0.20,"4,208"
673,109/11/25,"15,449,102","643,443,702",41.75,41.80,41.45,41.45,-0.05,"4,840"
674,109/11/26,"13,835,357","573,193,727",41.55,41.70,41.30,41.50,+0.05,"6,718"
675,109/11/27,"14,066,243","581,841,191",41.40,41.60,41.25,41.35,-0.15,"5,028"
676,109/12/01,"17,427,379","706,742,457",40.60,40.75,40.35,40.70,+0.30,"6,603"
677,109/12/02,"23,943,477","969,905,926",40.50,40.65,40.45,40.50,-0.20,"7,887"
678,109/12/03,"25,160,988","1,016,305,303",40.45,40.60,40.30,40.30,-0.20,"8,822"
679,109/12/04,"28,365,964","1,147,016,152",40.25,40.75,40.20,40.75,+0.45,"7,702"
680,109/12/07,"26,327,926","1,073,575,483",40.85,40.95,40.50,40.95,+0.20,"6,685"
681,109/12/08,"21,706,886","881,129,189",40.55,40.95,40.35,40.95, 0.00,"5,924"
682,109/12/09,"19,971,248","815,733,914",40.85,41.00,40.60,41.00,+0.05,"6,061"
683,109/12/10,"31,762,795","1,310,645,528",41.00,41.45,40.80,41.45,+0.45,"9,086"
684,109/12/11,"48,361,156","2,027,671,490",41.70,42.15,41.60,41.95,+0.50,"14,830"
685,109/12/14,"24,736,173","1,034,472,559",42.00,42.10,41.65,41.80,-0.15,"7,170"
686,109/12/15,"21,519,665","885,872,135",41.70,41.80,40.90,41.10,-0.70,"6,312"
687,109/12/16,"15,535,763","642,909,382",41.25,41.55,41.20,41.55,+0.45,"6,552"
688,109/12/17,"12,265,452","506,155,413",41.50,41.55,41.15,41.35,-0.20,"3,999"
689,109/12/18,"16,340,597","673,058,350",41.35,41.50,41.05,41.20,-0.15,"4,996"
690,109/12/21,"12,544,477","517,777,789",41.35,41.55,41.05,41.55,+0.35,"4,264"
691,109/12/22,"10,285,843","424,609,251",41.45,41.45,41.05,41.05,-0.50,"3,402"
692,109/12/23,"8,022,743","328,758,300",40.95,41.10,40.85,40.95,-0.10,"2,570"
693,109/12/24,"8,760,297","359,846,995",41.05,41.25,40.95,41.00,+0.05,"3,093"
694,109/12/25,"5,613,417","230,729,967",41.20,41.20,41.00,41.15,+0.15,"2,130"
695,109/12/28,"7,950,487","327,641,003",41.20,41.35,41.10,41.30,+0.15,"3,122"
696,109/12/29,"9,799,386","405,505,388",41.40,41.50,41.30,41.35,+0.05,"3,277"
697,109/12/30,"44,167,665","1,852,672,506",41.40,42.25,41.40,42.20,+0.85,"14,410"
698,110/01/04,"18,799,048","789,874,115",42.20,42.25,41.65,42.05,-0.20,"6,298"
699,110/01/05,"16,688,555","702,014,598",41.85,42.20,41.80,42.10,+0.05,"5,318"
700,110/01/06,"24,468,024","1,022,566,381",42.00,42.20,41.50,41.55,-0.55,"9,283"
701,110/01/07,"28,188,564","1,179,491,742",41.90,42.05,41.60,41.90,+0.35,"8,896"
702,110/01/08,"50,760,852","2,155,569,995",42.05,43.00,41.80,42.85,+0.95,"16,112"
703,110/01/11,"39,899,072","1,702,601,855",42.80,43.30,42.15,42.60,-0.25,"13,023"
704,110/01/12,"33,145,524","1,408,419,084",42.65,42.95,42.05,42.30,-0.30,"10,633"
705,110/01/13,"25,663,778","1,087,653,652",42.30,42.50,42.20,42.40,+0.10,"6,616"
706,110/01/14,"19,135,544","809,831,771",42.45,42.50,42.20,42.50,+0.10,"5,452"
707,110/01/15,"29,865,044","1,256,186,930",42.55,42.55,41.80,41.80,-0.70,"8,053"
708,110/01/18,"24,765,657","1,022,350,637",41.70,41.70,41.15,41.20,-0.60,"7,017"
709,110/01/19,"13,141,992","543,965,376",41.25,41.50,41.25,41.35,+0.15,"4,019"
710,110/01/20,"40,111,350","1,641,197,961",41.20,41.20,40.65,40.65,-0.70,"11,001"
711,110/01/21,"18,670,335","761,333,928",40.75,40.95,40.65,40.65, 0.00,"6,037"
712,110/01/22,"22,400,759","909,900,964",40.80,40.85,40.55,40.55,-0.10,"6,220"
713,110/01/25,"19,132,991","782,309,541",40.60,41.10,40.55,41.00,+0.45,"5,454"
714,110/01/26,"29,753,199","1,209,832,582",41.05,41.10,40.50,40.50,-0.50,"9,335"
715,110/01/27,"21,294,196","864,035,841",40.65,40.80,40.50,40.50, 0.00,"5,053"
716,110/01/28,"35,357,261","1,419,764,550",40.20,40.40,40.00,40.10,-0.40,"10,582"
717,110/02/01,"18,019,434","720,431,113",39.90,40.15,39.90,39.90, 0.00,"5,689"
718,110/02/02,"26,272,744","1,058,217,403",40.00,40.50,40.00,40.30,+0.40,"8,729"
719,110/02/03,"19,747,768","795,951,845",40.35,40.45,40.10,40.30, 0.00,"3,385"
720,110/02/04,"14,637,595","593,467,281",40.30,40.75,40.25,40.70,+0.40,"4,635"
721,110/02/05,"16,243,915","660,110,234",40.75,41.00,40.40,40.60,-0.10,"4,724"
722,110/02/17,"53,033,119","2,209,942,961",41.30,42.25,41.20,41.95,+1.35,"16,945"
723,110/02/18,"33,070,308","1,397,772,870",41.95,42.50,41.90,42.20,+0.25,"10,719"
724,110/02/19,"23,553,191","985,385,826",42.15,42.15,41.60,41.85,-0.35,"6,780"
725,110/02/22,"21,980,341","923,582,346",41.90,42.35,41.85,42.05,+0.20,"6,944"
726,110/02/23,"39,862,344","1,693,227,182",42.10,42.80,42.05,42.70,+0.65,"11,598"
727,110/02/24,"39,884,773","1,708,091,871",42.85,43.10,42.50,42.65,-0.05,"10,808"
728,110/02/25,"65,022,752","2,816,589,813",43.05,43.70,42.80,43.60,+0.95,"19,744"
